"name","ID","speed","weight","pVGRF_N","pVACC_g","pRGRF_N","pRACC_g"
"2016-11-29_ED_4km_1_m1_042.txt",42,4,107,1495.58,1.48,1533.61,1.69
"2016-11-29_ED_5km_1_m1_042.txt",42,5,107,1576.31,1.76,1631.16,2
"2016-12-23_ED_2km_m1_1_044.txt",44,2,114.1,1336.71,1.06,1355.78,1.28
"2016-12-23_ED_3km_m1_1_044.txt",44,3,114.1,1489.67,1.11,1512.72,1.44
"2016-12-23_ED_4km_m1_1_044.txt",44,4,114.1,1591.69,1.19,1636.77,1.67
"2016-12-23_ED_5km_m1_1_044.txt",44,5,114.1,1645.11,1.28,1725.15,1.91
"2016-12-23_ED_6km_m1_1_044.txt",44,6,114.1,1788.36,1.39,1846.04,2.1
"2016-12-23_ED_2km_m1_1_045.txt",45,2,105.9,1254.62,1.21,1267.07,1.3
"2016-12-23_ED_3km_m1_1_045.txt",45,3,105.9,1355.26,1.36,1372.24,1.49
"2016-12-23_ED_4km_m1_1_045.txt",45,4,105.9,1490.12,1.6,1512.87,1.79
"2016-12-23_ED_5km_m1_1_045.txt",45,5,105.9,1635.02,1.88,1692.13,2.31
"2017-01-02_ED_2km_m1_1_046.txt",46,2,86.8,1088.47,1.34,1095.03,1.38
"2017-01-02_ED_3km_m1_1_046.txt",46,3,86.8,1199.54,1.53,1214.22,1.57
"2017-01-02_ED_4km_m1_1_046.txt",46,4,86.8,1235.42,1.68,1258.09,1.72
"2017-01-02_ED_5km_m1_1_046.txt",46,5,86.8,1277.15,1.95,1303.49,1.98
"2017-01-06_ED_2km_m1_1_047.txt",47,2,111.1,1244.34,1.32,1252.18,1.34
"2017-01-06_ED_3km_m1_1_047.txt",47,3,111.1,1405.1,1.48,1419.19,1.54
"2017-01-06_ED_4km_m1_1_047.txt",47,4,111.1,1565.68,1.66,1577.85,1.77
"2017-01-06_ED_5km_m1_1_047.txt",47,5,111.1,1684.94,1.82,1712.22,1.97
"2017-01-06_ED_2km_m1_1_048.txt",48,2,119.3,1366.68,0.98,1373.07,1.28
"2017-01-06_ED_3km_m1_1_048.txt",48,3,119.3,1536.72,1.06,1553.57,1.44
